CPTElP6ILdBQnmKH,684.1314845667416,-384.6016644430197,ROCK,31,40,ndeP5GlbbucL9w9tDaPo,NpTWoEfFxK7kpWsxLq5zTMwT,28,239382.1511718639,12,2012-08-19,2539127.28748755
TS6vfaI,516.9553273685617,218.20126884471642,BRIT_POP,13,,fMcQoFQQLIt9U0xzXjJ5QvK8uPO8rq,zXOcAIhoBYf,52,210143.87443913484,20,2023-02-16,4447677.608726555
lRcNchEMwhvuH7MSc,49.49161261818085,-458.96442216709147,PSYCHEDELIC_CLOUD_RAP,61,,Q1vun1crPZ4b7 sthehUZo0HFAsmOkHI8R3,1ExoLg0GbaBEnLXaU5um5wA,55,810285.9472553456,14,2023-03-21,6108896.552572182
nw2o2b,502.3974864792026,-913.6541666766153,ROCK,100,23,A5a2QaPnSyBrFFN4,9DlCaUrVfQMhDohDz1tjZ0,41,540691.4909643434,11,2012-08-17,5836380.250901698
X0AQY0nK8UmV,-278.050300348188,-897.3731867272612,BRIT_POP,25,26,oFSr4eNN9nQ nUu mEp1WuVo4 sFlD1nif1kEoK Dg Wxtn,3lSmSordpjlw7EI8mQNY,26,491704.5167968217,18,2001-12-19,7705112.941471153
GjEcHv6SaxsZZroR6FP7,-599.008521983943,-301.82587793739697,ROCK,28,15,1s1fC8CXXuymE8LE  fjLmEhT0T8a0rLMyi98,B2c6jwIBnTozUZ2q1qJXCxi,26,750674.8605764708,4,2003-06-25,7274134.961294219
9JKtrx3abs,476.5356964083203,-671.9881642623556,PUNK_ROCK,46,17,TfUOyoOMz9Xq WIrfkSFWw51JIkixekNPoEZH IDObf,usX,2,257105.12295991372,7,2008-06-18,3653912.981484959
yC6vaze,-86.35681266013887,217.04306068231494,JAZZ,47,13,k370Dd4eW6CWZ6kiml1VKY6yvJy4  HyZ0vwuYcb,GXshuBK0Y3GdlWMh,50,229008.12752729483,1,2012-05-02,5193468.25239861
O7utHH0TP,-693.3709458700913,951.1024631466994,PSYCHEDELIC_CLOUD_RAP,60,,4vxNR3zH1eTHIbrOdgw9FLrL4pXUN5MJbWoFXnOj,IBk6mUVAtnzBjjYkSC,36,157293.16597014177,11,2010-11-04,5759449.555988112
MDBkNR6ljmnSLAsLTHTL,-497.9249711017414,-678.1198494922292,ROCK,4,29,SXnHESRpFTJPTa8xxlVLJGdLLm93Tk5P4JFuLqkUo9ZY1I41,alr9xznMe,36,514118.72279250325,9,2007-04-29,915227.1743180007
